 Date: 30/06/2021                                                            - ANALYSE CA CLIENT par ARTICLE -                                                            Page   1
 Societe :ALINE TAHITI S.A.             

REPRES ;Code ;Nom du client ;Categ. client ;DEPART ;REFERENCE ;DESIGNATION ;REGROUP ;QTE ;C.A. NET ;Remise ;MARGE ;% MRG ;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023005;FLUORYL DENTIFRICE TUBE 75ML  ;0159;        6.00;       1518;          0;        596;   39.26;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023280;USHUAIA DCHE FIGUE 250ML      ;0149;        1.00;        253;          0;        125;   49.41;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023282;USHUAIA DCHE POLY MONOI 250ML ;0149;        1.00;        253;          0;        117;   46.25;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023283;USHUAIA DCHE PASSION 250ML    ;0149;        1.00;        253;          0;        134;   52.96;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023290;USHU DCHE EFFET GLACANT 250ML ;0149;        2.00;        506;          0;        246;   48.62;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023312;USHUAIA DCHE JAP SAKURA 250ML ;0149;        2.00;        506;          0;        246;   48.62;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023314;USHUAIA DCHE JAP SESAME 250ML ;0149;        1.00;        253;          0;        126;   49.80;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023500;DOP DCHE BANANE 250ML         ;0100;        1.00;        225;          0;        102;   45.33;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023502;DOP DCHE BARBE A PAPA 250ML   ;0100;        2.00;        450;          0;        206;   45.78;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023706;CADUM DCHE SURGRAS VANIL 400ML;0153;        1.00;        495;          0;        281;   56.77;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023840;CADUM DCHE PPE ENF AMANDE 750M;0153;        2.00;       1676;          0;        842;   50.24;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21023842;CADUM DCHE PPE ENF FRAISE 750M;0153;        1.00;        838;          0;        414;   49.40;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21024100;CADUM SAVON A.DOUCE 4X100GRS  ;0153;        1.00;        394;          0;        140;   35.53;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21025850;GM RAL CS MFA 373 MAUVE       ;0100;        1.00;        820;          0;        434;   52.93;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21025851;GM RAL CS MFA 376 PINK        ;0100;        1.00;        820;          0;        424;   51.71;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21025855;GM RAL CS MFA 388 PLUM        ;0100;        1.00;        820;          0;        423;   51.59;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21027950;GM DISSOLVANT EXPRESS 125ML   ;0140;        1.00;        394;          0;        201;   51.02;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21028412;OAP CRAYON/LINER SSLIM INT BLK;0115;        1.00;       1005;          0;        500;   49.75;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21102016;DEO ROLLON 72H INTEGRAL 30ML  ;0112;        1.00;        707;          0;        266;   37.62;
05;7999;Z CLIENTS COMPTANT B          ;M;01;21109030;VH SENSI BAUME 75ML           ;0123;        1.00;       1251;          0;        456;   36.45;
05;7999;Z CLIENTS COMPTANT B          ;M;01;29000040;RZL POMMADE ROSE STRG 113G    ;0100;        1.00;       1190;          0;        614;   51.60;
05;7999;Z CLIENTS COMPTANT B          ;M;01;29900001;MS GEL 82 EXTRA FORT          ;0100;        1.00;       1500;          0;        693;   46.20;
05;7999;Z CLIENTS COMPTANT B          ;M;01;30009127;INOA 5.56                     ;0154;        1.00;       1200;          0;        838;   69.83;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31010530;KOTEX MAXI X8                 ;0100;        1.00;        172;          0;         95;   55.23;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31010540;KOTEX SLIM X10                ;0100;        3.00;        516;          0;        228;   44.19;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31010547;KOTEX OVERNIGHT X6            ;0100;       10.00;       1720;          0;        800;   46.51;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31010553;KOTEX OVERNIGHT X12           ;0100;        3.00;        870;          0;        402;   46.21;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31060160;KLEENEX TOIL.12 PACKS BLANC   ;0100;        3.00;       2700;          0;       1293;   47.89;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31075118;ESSUIE TOUT VIVA BLANC X3     ;0100;        1.00;        601;          0;        227;   37.77;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31080059;HUG. T6 JUNIOR 16+K G X14     ;0100;       12.00;       7920;          0;       1078;   13.61;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31080060;HUG. T6 JUNIOR 16+K F X14     ;0100;        4.00;       2640;          0;        358;   13.56;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31080104;HUG. JB T3 CRAWLER 6-11K G X90;0105;        2.00;       4612;          0;        776;   16.83;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31080210;HUG. T2 ULTIMATE X48 4-8KG    ;0100;        2.00;       2310;          0;        248;   10.74;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31120000;HUG.BIG PACK X76 T3           ;0105;        2.00;       4742;          0;        878;   18.52;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31120004;HUG.BIG PACK X66 T4           ;0105;        4.00;       9484;          0;       1772;   18.68;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31120008;HUG.BIG PACK X56 T5           ;0105;        4.00;       9484;          0;       1850;   19.51;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31214157;HUGGIES LING X80 COCO         ;0100;        2.00;        950;          0;        366;   38.53;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31214158;HUGGIES LING X80 S/PARFUM     ;0100;        2.00;        950;          0;        580;   61.05;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31410020;WILK.X3 BEAUTY 4+2GRT         ;0100;        1.00;        790;          0;        385;   48.73;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31410210;WILK.JETX6 EXT3 BLACK         ;0100;        1.00;        750;          0;        355;   47.33;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31410270;WILK.COUPE CHOU +5L           ;0100;        1.00;       2290;          0;       1041;   45.46;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31410280;WILK.10 LAMES CLASSIC 115E    ;0100;        1.00;        243;          0;        126;   51.85;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31640380;HTROPIC HUIL DRY IP6 200ML    ;0103;        1.00;        758;          0;        375;   49.47;
05;7999;Z CLIENTS COMPTANT B          ;M;01;31910152;BB C.GOUP LARGE+TETINE        ;0100;        1.00;        424;          0;        166;   39.15;
05;7999;Z CLIENTS COMPTANT B          ;M;01;40070052;MERCUR 30 PANSEMENT TECH.ARGEN;0109;        1.00;        404;          0;        164;   40.59;
05;7999;Z CLIENTS COMPTANT B          ;M;01;40070250;MERCUR 10PANSEMENT BOUT DOIGT ;0100;        1.00;        455;          0;        173;   38.02;
05;7999;Z CLIENTS COMPTANT B          ;M;01;40070290;MERCUR 10PANSEMENT AMP.2 TAILL;0109;        1.00;        485;          0;        162;   33.40;
05;7999;Z CLIENTS COMPTANT B          ;M;01;40070312;MERCUR 16PANSEMENTS BAIN      ;0109;        3.00;       1212;          0;        379;   31.27;
05;7999;Z CLIENTS COMPTANT B          ;M;01;40070682;MERCUR ALCOOL 70% MODIF. 200ML;0109;        1.00;        233;          0;         71;   30.47;
05;7999;Z CLIENTS COMPTANT B          ;M;01;;TOTAL DEPARTEMENT;;;     133519;          0;      38255;   28.65;
05;7999;Z CLIENTS COMPTANT B          ;M;03;55021002;BOUL.SCE/CHIEN BOEUF 1.25KG   ;0300;       12.00;       2880;          0;        762;   26.46;
05;7999;Z CLIENTS COMPTANT B          ;M;03;55067000;BISCOTTE AU FROMENT PPX 750G  ;0300;       14.00;       3920;          0;        815;   20.79;
05;7999;Z CLIENTS COMPTANT B          ;M;03;55080002;GEL NETTOY.MAINS HA PPX 100ML ;0300;        1.00;        135;          0;         16;   11.85;
05;7999;Z CLIENTS COMPTANT B          ;M;03;55080008;SOLUTION HA 1L                ;0300;        1.00;        443;          0;         57;   12.87;
05;7999;Z CLIENTS COMPTANT B          ;M;03;;TOTAL DEPARTEMENT;;;       7378;          0;       1650;   22.36;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10010112;LE CHAT SAV.GLY 4X175GRS + 1GT;0627;        2.00;       1160;          0;        404;   34.83;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10010610;DECAPFOUR EXPRESS 500ML       ;0630;        1.00;        480;          0;        275;   57.29;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10012131;LE CHAT X25 DISC FRAICHEUR    ;0601;        2.00;       2300;          0;       1010;   43.91;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10012265;LE CHAT 60D SENSITIVE 3L      ;0601;        2.00;       4242;          0;       2399;   56.55;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10012580;SCROIX CAPS X28 JAPON         ;0604;        2.00;       2780;          0;       1227;   44.14;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10012590;DECAPFEU NOIR 500ML           ;0630;        1.00;        566;          0;        248;   43.82;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10012706;BREF 4 BALLS/50G POM/PECH     ;0636;        1.00;        283;          0;        122;   43.11;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10012711;BREF BLOC 50GRS EAU BLEUE     ;0636;        3.00;        849;          0;        360;   42.40;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10013120;XTRA TOTAL 70D 3.85K       PPN;0607;       10.00;       9780;          0;       1699;   17.37;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10013121;XTRA ALOE 70D 3.85K        PPN;0607;        8.00;       7824;          0;       1372;   17.54;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10021141;LE CHAT SAVON OLIVE 6X100G    ;0670;        2.00;       1152;          0;        448;   38.89;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10022027;FA DCHE TAMANU 250ML          ;0668;        1.00;        241;          0;        121;   50.21;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10022047;FA DCHE BALI 250ML            ;0668;        1.00;        241;          0;        121;   50.21;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10024003;FA DEO LEMON TROPIC 200ML     ;0669;        1.00;        337;          0;        198;   58.75;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10025010;TXYL JUNIOR FRAISE 50ML       ;0665;        2.00;        404;          0;        214;   52.97;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10025102;VDM FLUOR/PLANTE 75ML         ;0666;        1.00;        253;          0;        100;   39.53;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10030625;PAL NAT 4.0 CHATAIN           ;0689;        2.00;       1228;          0;        669;   54.48;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10030804;100% VEG CHATAIN CUIVRE       ;0600;        2.00;       2300;          0;        881;   38.30;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10030806;100% VEG CHATAIN NOISETTE     ;0600;        1.00;       1150;          0;        441;   38.35;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10030808;100% VEG CHATAIN FONCE        ;0600;        1.00;       1150;          0;        441;   38.35;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10034050;GLISS SHP PURETE 250ML        ;0678;        1.00;        455;          0;        217;   47.69;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10034051;GLISS SHP FIBER 250ML         ;0678;        1.00;        455;          0;        217;   47.69;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10034054;GLISS SHP SOIE 250ML          ;0678;        1.00;        455;          0;        210;   46.15;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10034066;GLISS SHP SUMMER 250ML        ;0678;        1.00;        455;          0;        217;   47.69;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10035090;GLISS HUILE SOIN ELIXIR 75ML  ;0678;        1.00;        970;          0;        587;   60.52;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10035096;GLISS SOIN SUMMER 200ML       ;0678;        1.00;        601;          0;        328;   54.58;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10036131;TAFT GEL MAXX 300ML           ;0675;        1.00;        768;          0;        402;   52.34;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10042082;CATCH AERO VOLANTS 400ML      ;0650;        1.00;        354;          0;        180;   50.85;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10046200;EE 250ML DET LIQ UNIVERSEL    ;0620;        1.00;        324;          0;        136;   41.98;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10051300;EPA DEBOUCHEUR BIO 1L         ;0600;        1.00;        590;          0;        296;   50.17;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10510608;CANARD WC GEL MENTHE 750ML    ;0629;        1.00;        354;          0;        164;   46.33;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10510612;CANARD WC GEL BLEU 750ML      ;0629;        1.00;        303;          0;        112;   36.96;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10510613;CANARD WC GEL VERT 750ML      ;0629;        1.00;        303;          0;        113;   37.29;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10510617;CANARD WC P.AGRUMES 750ML     ;0629;        1.00;        404;          0;        154;   38.12;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10510619;CANARD WC ANTI-TACHES 750ML   ;0629;        1.00;        354;          0;        108;   30.51;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10510822;GLADE ELEG. ROSE 300ML        ;0600;        1.00;        395;          0;        125;   31.65;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10510823;GLADE ELEC.AMBRE 300ML        ;0600;        1.00;        395;          0;        148;   37.47;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10510832;GLADE AERO RELAX ZEN 300ML    ;0628;        1.00;        293;          0;        124;   42.32;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10510833;GLADE AERO MUGUET 300ML       ;0628;        1.00;        293;          0;        123;   41.98;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10510874;GLADE SPRAY 269ML LAVANDE     ;0628;        1.00;        596;          0;        223;   37.42;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10520300;BAYGON BLEU 400ML             ;0637;        1.00;        400;          0;        183;   45.75;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10520318;BAYGON VERT 400ML             ;0637;        2.00;        990;          0;        422;   42.63;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10520319;BAYGON VERT 600ML             ;0637;        1.00;        730;          0;        316;   43.29;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10530002;PYREL 400ML MULTI INSECTES    ;0634;        1.00;        601;          0;        257;   42.76;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10530082;OFF AERO 100ML                ;0639;        1.00;        419;          0;        101;   24.11;
05;7999;Z CLIENTS COMPTANT B          ;M;06;10530121;RAID RECHARGE LIQ.45 NUITS    ;0636;        3.00;       1803;          0;        777;   43.09;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11010160;SP.PASSE PARTOUT X4 EPONGE    ;0636;        1.00;        344;          0;        166;   48.26;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11010180;SP.CARRE EPONGE X5 ANTIBACT   ;0649;        1.00;        364;          0;        179;   49.18;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11010190;SP.EPONGES COULEUR X10        ;0602;        1.00;        253;          0;        146;   57.71;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11010191;SP.EPONGES SCOURING X5        ;0601;        2.00;        304;          0;        158;   51.97;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11010206;SP.GRATTE LONGUE DUREE X3     ;0648;        1.00;        344;          0;        180;   52.33;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11010300;SP.GRATOUNETT X2 EPONGE       ;0615;        1.00;        344;          0;        206;   59.88;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11010310;SP.GRATTANTES ECO X2          ;0633;        1.00;        212;          0;        122;   57.55;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11010318;SP.GRATTE NE RAYE PAS X4      ;0622;        1.00;        520;          0;        394;   75.77;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11010325;SP.GRATTE MOUSSE X2           ;0623;        2.00;        394;          0;        234;   59.39;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11010329;SP.TAMPON ECONOMIC X3         ;0625;        1.00;        207;          0;        132;   63.77;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11500031;ECO FARE LIQ.VAIS.BTLE 1L25   ;0600;        1.00;         73;          0;          0;    0.00;
05;7999;Z CLIENTS COMPTANT B          ;M;06;11500040;ECOF.LIQ.MAIN LAVANDE 1.25L   ;0600;        1.00;        593;          0;         77;   12.98;
05;7999;Z CLIENTS COMPTANT B          ;M;06;16200000;VINAIGRE MENAGER CITRON 1L    ;0600;        1.00;        233;          0;         94;   40.34;
05;7999;Z CLIENTS COMPTANT B          ;M;06;16200005;VINAIGRE MENAGER MENTHE 1L    ;0600;        2.00;        466;          0;        184;   39.48;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17510540;SAN. DETACHANT POUDRE 450GRS  ;0696;        3.00;       2544;          0;       1231;   48.39;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17510581;SAN.LESSIVE 17D DESINF 1.65L  ;0696;        6.00;       7578;          0;       4117;   54.33;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17510607;SANYTOL SAVON DESINF.MAIN 250M;0696;        5.00;       2020;          0;        950;   47.03;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17510611;SAN. DESINFECTANT LINGE 1L    ;0696;        2.00;       2380;          0;       1324;   55.63;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17510640;SANYTOL SPRAY DESINF.MULTI.500;0696;        3.00;       1365;          0;        642;   47.03;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17510650;SAN. SPR.DESINF.SALLE BAIN 500;0696;        1.00;        480;          0;        210;   43.75;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17510700;SANYTOL DESINF/NETTOYANT 1L   ;0696;        4.00;       1940;          0;        808;   41.65;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17510704;SAN.NETTOY.SOL 1L CITRON      ;0696;        1.00;        485;          0;        177;   36.49;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17510815;SAN.PRO DESINFECT LINGE 2L    ;0696;        1.00;       2020;          0;        974;   48.22;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17520070;CYA COLLE CONTACT NEOPRENE    ;0699;        2.00;        808;          0;        316;   39.11;
05;7999;Z CLIENTS COMPTANT B          ;M;06;17520160;CYA SUPUNIK COLLE 3GRS        ;0699;        1.00;        360;          0;        167;   46.39;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25310040;BALAI CANTONNIER 32CM         ;0600;        2.00;       1516;          0;        711;   46.90;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25310042;MANCHE BOIS BRUT 140CM        ;0600;        2.00;        848;          0;        295;   34.79;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25310418;SERP.GAUF.BLANC 50X100        ;0600;        3.00;        834;          0;        294;   35.25;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25310700;BOUGIE CITRON VERRE           ;0600;        1.00;        212;          0;         91;   42.92;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25315014;CIGALE SAV. 4X100G MIEL       ;0600;        1.00;        324;          0;        138;   42.59;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25315017;CIGALE SAV.4X100G KARITE      ;0600;        1.00;        324;          0;        142;   43.83;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25315019;CIGALE SAV.4X100G OLIVE       ;0600;        2.00;        648;          0;        312;   48.15;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25315052;CIGALE SAV. 4X200G AMANDE     ;0600;        1.00;        500;          0;        162;   32.40;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25315054;CIGALE SAV. 4X200G OLIVE      ;0600;        2.00;       1000;          0;        314;   31.40;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25315090;CIGALE SAVON 200G ORIENT      ;0600;        1.00;        233;          0;         86;   36.91;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410008;PM.BALAI INTERIEUR            ;0600;        1.00;        290;          0;        136;   46.90;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410086;PM. MANCHE BOIS BRUT 1,30M    ;0600;        2.00;        560;          0;        183;   32.68;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410190;PM.PLUMEAU ANTISTATIQUE       ;0600;        2.00;        480;          0;        216;   45.00;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410200;PM.FROTTOIR COMPACT           ;0600;        1.00;        450;          0;        207;   46.00;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410422;PM.ENSEMBLE WC CONFORT        ;0600;        1.00;        695;          0;        274;   39.42;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410515;PM.CHIFFON X5 MICROFIBRE 30/35;0600;        2.00;        620;          0;        248;   40.00;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410540;PM.TORCHON VAISSEL.MFIBRE68/42;0600;        1.00;        250;          0;        101;   40.40;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410605;XXX PM.PINCES A LINGE BICOLORE;0600;        0.00;          0;          0;          0;    0.00;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410610;PM.PINCE A LINGE EXT.FORT X10 ;0600;        5.00;        550;          0;        200;   36.36;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410615;PM.PINCE A LINGE EXT.FORT X20 ;0600;        6.00;       1500;          0;        657;   43.80;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410620;PM.PINCE A LINGE BOIS NAT.X36 ;0600;        2.00;        320;          0;        136;   42.50;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410625;PM.PANIERE                    ;0600;        1.00;        210;          0;         80;   38.10;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410690;PM.CURE CASSEROLES X3         ;0600;        1.00;        165;          0;         80;   48.48;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410700;PM.EPONGES GRATE X3           ;0600;        1.00;        200;          0;         83;   41.50;
05;7999;Z CLIENTS COMPTANT B          ;M;06;25410902;PM.TAPIS TUFT 60X90CM         ;0600;        1.00;       1490;          0;        748;   50.20;
05;7999;Z CLIENTS COMPTANT B          ;M;06;26310022;GANT LATEX SATINE L           ;0656;        1.00;        238;          0;        124;   52.10;
05;7999;Z CLIENTS COMPTANT B          ;M;06;26310112;MAPA GANT ALIM.X20 M          ;0662;        1.00;        500;          0;        182;   36.40;
05;7999;Z CLIENTS COMPTANT B          ;M;06;;TOTAL DEPARTEMENT;;;      94368;          0;      38378;   40.67;
05;7999;Z CLIENTS COMPTANT B          ;M;07;10410000;VICTOR PIEGE A RAT            ;0700;        2.00;        660;          0;        306;   46.36;
05;7999;Z CLIENTS COMPTANT B          ;M;07;10410002;VICTOR PIEGE A SOURIS         ;0700;        2.00;        210;          0;        117;   55.71;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11610005;6COUTEAUX STEACK ABS   (121)  ;0700;        4.00;       1720;          0;        975;   56.69;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11610010;6CUILLERES DE TABLE MALAGA 121;0700;        2.00;        580;          0;        300;   51.72;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11610012;6FOURCHETTES DE TABLE MALAGA  ;0700;        6.00;       1740;          0;        868;   49.89;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11610014;6CUILLERES A CAFE MALAGA (121);0700;       10.00;       1600;          0;        764;   47.75;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11810100;MET.AIGUISEUR                 ;0700;        1.00;        490;          0;        192;   39.18;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11810260;MET.3CUILLERES BOIS           ;0700;        1.00;        360;          0;        142;   39.44;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11810267;MET.2BAC GLACONS 12CUBES      ;0700;        1.00;        325;          0;        150;   46.15;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11810285;MET.ECUMOIRE ARAIGNEE         ;0700;        1.00;        670;          0;        291;   43.43;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11810465;MET.COUV.ANTIPROJECTIONS D33  ;0700;        1.00;        670;          0;        313;   46.72;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11810488;MET.PINCE MULTI USAGES        ;0700;        1.00;        550;          0;        268;   48.73;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11810558;MET.SERINGUE DECO PATIS       ;0700;        1.00;        690;          0;        341;   49.42;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11810565;MET.MINUTEUR 60MM             ;0700;        1.00;       1150;          0;        558;   48.52;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11810800;MET.300CURE-DENTS             ;0700;        1.00;        145;          0;         71;   48.97;
05;7999;Z CLIENTS COMPTANT B          ;M;07;11810932;MET.BALAI SPRAY               ;0700;        1.00;       1890;          0;        960;   50.79;
05;7999;Z CLIENTS COMPTANT B          ;M;07;15030044;EDA RANGETTE 28.5X20.5X5      ;0700;        1.00;        240;          0;        110;   45.83;
05;7999;Z CLIENTS COMPTANT B          ;M;07;15030271;EDA BTE RECT.MICRO 5.50L TURQU;0700;        1.00;        695;          0;        276;   39.71;
05;7999;Z CLIENTS COMPTANT B          ;M;07;15030406;EDA VERRE DOSEUR 0,4L CRISTAL ;0700;        1.00;        300;          0;        166;   55.33;
05;7999;Z CLIENTS COMPTANT B          ;M;07;15040275;EDA MINI CORB.LINGE 36X24 BLC ;0700;        2.00;        460;          0;        171;   37.17;
05;7999;Z CLIENTS COMPTANT B          ;M;07;15040470;EDA ENTONNOIR 10CM NATURE     ;0700;        3.00;        285;          0;        135;   47.37;
05;7999;Z CLIENTS COMPTANT B          ;M;07;15040476;EDA ENTONNOIR 12CM NATURE     ;0700;        1.00;        105;          0;         48;   45.71;
05;7999;Z CLIENTS COMPTANT B          ;M;07;15040490;EDA ENTONNOIR 16CM NATURE     ;0700;        1.00;        180;          0;         75;   41.67;
05;7999;Z CLIENTS COMPTANT B          ;M;07;15040526;EDA BAQUET OVALE 70L VERT     ;0700;        1.00;       3200;          0;       1247;   38.97;
05;7999;Z CLIENTS COMPTANT B          ;M;07;15040572;EDA ARROSOIR 11L VERT NVEAU   ;0700;        1.00;       1190;          0;        511;   42.94;
05;7999;Z CLIENTS COMPTANT B          ;M;07;16610001;BOUGIE ANNIV.CHIFFRE 1        ;0700;        1.00;        160;          0;         85;   53.13;
05;7999;Z CLIENTS COMPTANT B          ;M;07;16610002;BOUGIE ANNIV.CHIFFRE 2        ;0700;        1.00;        160;          0;         85;   53.13;
05;7999;Z CLIENTS COMPTANT B          ;M;07;16610003;BOUGIE ANNIV.CHIFFRE 3        ;0700;        3.00;        480;          0;        258;   53.75;
05;7999;Z CLIENTS COMPTANT B          ;M;07;16610009;BOUGIE ANNIV.CHIFFRE 9        ;0700;        1.00;        160;          0;         85;   53.13;
05;7999;Z CLIENTS COMPTANT B          ;M;07;16610018;BOUGIES X20 JOYEUX ANNIV.BLEU ;0700;        2.00;        320;          0;        168;   52.50;
